ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value,Type
INE083D01012,BAL PHARMA,BALPHARMA,10/31/2018,105.4,106,106,Stock
INE050E01027,BALAJI AMINE,BALAMINES,10/31/2018,685,684.45,685,Stock
INE794B01026,BALAJI TELE.,BALAJITELE,10/31/2018,154.95,154.4,154.95,Stock
INE294A01037,BALARPUR IND,BALLARPUR,10/31/2018,16.3,16.3,16.3,Stock
INE135A01024,BALASORE,,10/31/2018,82.5,,82.5,Stock
INE787D01026,BALKRISH IND,BALKRISIND,10/31/2018,1184,1184.5,1184.5,Stock
INE875R01011,BALKRISHNA,BALKRISHNA,10/31/2018,83.6,85.75,85.75,Stock
INE525F01017,BALMER LA.IN,,10/31/2018,468.95,,468.95,Stock
INE164A01016,BALMER LAWRI,BALMLAWRIE,10/31/2018,246,247.8,247.8,Stock
INE119A01028,BALRAM.CHINI,BALRAMCHIN,10/31/2018,125.25,125.2,125.25,Stock
INE654B01014,BALURGHAT TE,,10/31/2018,5.88,,5.88,Stock
INE921D01013,BAMBINO AGRO,,10/31/2018,290,,290,Stock
INE802A01037,BAMPSL SECUR,,10/31/2018,2.59,,2.59,Stock
INE655B01011,BANARAS BEAD,BANARBEADS,10/31/2018,68.95,71.35,71.35,Stock
INE521L01030,BANAS FIN.,,10/31/2018,4.86,,4.86,Stock
INE213C01025,BANCO PROD.,BANCOINDIA,10/31/2018,242.45,242.6,242.6,Stock
INE863I01016,BANG,BANG,10/31/2018,35.15,36.5,36.5,Stock
INF732E01078,BANK BEES,BANKBEES,10/31/2018,2774.5,2781.5,2781.5,Stock
INE457A01014,BANK MAHA,MAHABANK,10/31/2018,20,19.9,20,Stock
INE028A01039,BANKBARODA,BANKBARODA,10/31/2018,161.75,161.8,161.8,Stock
INE459A01010,BANNARI AMAN,BANARISUG,10/31/2018,1897.9,1918.95,1918.95,Stock
INE186H01014,BANNARI AMMA,BASML,10/31/2018,318,318.25,318.25,Stock
INE668X01018,,BANSAL,10/31/2018,,113.4,113.4,Stock
INE319Q01012,BANSAL ROOF,,10/31/2018,62,,62,Stock
INE629D01012,BANSW.SYNTEX,BANSWRAS,10/31/2018,128.25,129.8,129.8,Stock
INE139I01011,BARAK VALL,BVCL,10/31/2018,,31.35,31.35,Stock
INE228B01017,BARON INFO.,,10/31/2018,0.33,,0.33,Stock
INE855F01034,BARTRONICSIN,BARTRONICS,10/31/2018,14.39,14.2,14.39,Stock
INE473E01021,BASANT AGRO,,10/31/2018,8.22,,8.22,Stock
INE373A01013,BASF INDIA,BASF,10/31/2018,2159.7,2155.95,2159.7,Stock
INE176A01028,BATA INDIA,BATAINDIA,10/31/2018,716.8,717.2,717.2,Stock
INE177C01022,BATLIBOI LTD,,10/31/2018,37.85,,37.85,Stock
INE462A01022,BAYER CROP,BAYERCROP,10/31/2018,4581.45,4599.95,4599.95,Stock
INE314E01019,BB REALTY,,10/31/2018,4.45,,4.45,Stock
INE788D01016,BCC FUBA,,10/31/2018,20.1,,20.1,Stock
INE412G01016,BCL,,10/31/2018,159.7,,159.7,Stock
INE368E01015,BCLENTERPR,,10/31/2018,9.06,,9.06,Stock
INE977Y01011,,BCONCEPTS,10/31/2018,,67,67,Stock
INE905P01010,BCP LTD,,10/31/2018,139,,139,Stock
INE795P01023,BCPAL,,10/31/2018,4.81,,4.81,Stock
INE278D01018,BDH INDUS.,,10/31/2018,77.45,,77.45,Stock
INE520H01022,BEARDSELL,BEARDSELL,10/31/2018,62.15,65.95,65.95,Stock
INE844K01012,BEDMUTHA IN,BEDMUTHA,10/31/2018,25.5,24.9,25.5,Stock
INE213D01015,BEEKAY,,10/31/2018,474,,474,Stock
INE052B01011,BEEYU OVERSE,,10/31/2018,0.37,,0.37,Stock
INE344T01014,BELLACASA,,10/31/2018,217,,217,Stock
INE142E01014,BEMCO HYDRAU,,10/31/2018,162,,162,Stock
INE258A01016,BEML LTD,BEML,10/31/2018,1491,1489.65,1491,Stock
INE664D01019,BENARES HOT,,10/31/2018,1170,,1170,Stock
INE665D01016,BENGAL TEA &,,10/31/2018,59.25,,59.25,Stock
INE083K01017,BENGLA& ASM,,10/31/2018,2645,,2645,Stock
INE463A01038,BERGE PAINT,BERGEPAINT,10/31/2018,252.85,253.05,253.05,Stock
INE348I01018,BERVIN INV.,,10/31/2018,17.95,,17.95,Stock
INE415H01017,BERYL DRUGS,,10/31/2018,12.7,,12.7,Stock
INE553F01035,BEST E.HOTEL,,10/31/2018,73,,73,Stock
INE919P01029,BESTSTEEL,,10/31/2018,153.05,,153.05,Stock
INE351Y01019,,BETA,10/31/2018,,170.25,170.25,Stock
INE765L01017,BETEX INDIA,,10/31/2018,70.95,,70.95,Stock
INE878K01010,BF INVEST,BFINVEST,10/31/2018,315.5,316,316,Stock
INE243D01012,BF UTILI,BFUTILITIE,10/31/2018,496.6,496.8,496.8,Stock
INE578R01011,BFFL,,10/31/2018,18.19,,18.19,Stock
INE948Q01018,BFLAFL,,10/31/2018,73.8,,73.8,Stock
INE295F01017,BFLYGANDHI,BUTTERFLY,10/31/2018,595,603,603,Stock
INE443D01018,BGIL FL TEC,,10/31/2018,3.54,,3.54,Stock
INE986W01016,BGJL,,10/31/2018,21,,21,Stock
INE224M01013,BGLOBAL,BGLOBAL,10/31/2018,5.66,5.65,5.66,Stock
INE661I01014,BGR ENERGY,BGRENERGY,10/31/2018,134.4,134.6,134.6,Stock
INE121J01017,BH INFRATEL,INFRATEL,10/31/2018,352.6,353.95,353.95,Stock
INE994B01014,BH.IMMUN&BIO,,10/31/2018,26.2,,26.2,Stock
INE354C01027,BHAGIL,BHAGERIA,10/31/2018,326.8,327.5,327.5,Stock
INE414D01019,BHAGIRA.CHEM,,10/31/2018,309.5,,309.5,Stock
INE656B01019,BHAGWANDAS M,,10/31/2018,15.74,,15.74,Stock
INE106G01014,BHAGWATI AUT,,10/31/2018,120.9,,120.9,Stock
INE026I01010,BHAGWATI OXY,,10/31/2018,37.15,,37.15,Stock
INE458B01036,BHAGYA INL,BHAGYANGR,10/31/2018,42.7,42.7,42.7,Stock
INE363W01018,BHAGYAPROP,BHAGYAPROP,10/31/2018,22.5,23.1,23.1,Stock
INE474E01029,BHANDARI HOS,BHANDARI,10/31/2018,3.68,3.7,3.7,Stock
INE922A01025,BHANSALI ENG,BEPL,10/31/2018,176.55,177,177,Stock
INE900A01013,BHARAT BHUSH,,10/31/2018,21,,21,Stock
INE464A01028,BHARAT BIJLE,BBL,10/31/2018,1381.7,1382.45,1382.45,Stock
INE263A01024,BHARAT ELECT,BEL,10/31/2018,171.65,172,172,Stock
INE465A01025,BHARAT FORGE,BHARATFORG,10/31/2018,722.7,724.9,724.9,Stock
INE561C01019,BHARAT GEARS,BHARATGEAR,10/31/2018,202.4,203,203,Stock
INE029A01011,BHARAT PET.,BPCL,10/31/2018,493,493.6,493.6,Stock
INE838B01013,BHARAT RA(PS,BHARATRAS,10/31/2018,4114.95,4142,4142,Stock
INE415D01024,BHARAT SEATS,,10/31/2018,218,,218,Stock
INE842D01011,BHARATAGRI,,10/31/2018,154.25,,154.25,Stock
INE180K01011,BHARATFIN,BHARATFIN,10/31/2018,1056.45,1058.6,1058.6,Stock
INE673G01013,BHARATIDIL,BHARATIDIL,10/31/2018,6.4,6.45,6.45,Stock
INF109KB15Y7,BHARATIWIN,BHARATIWIN,10/31/2018,38.9,38.85,38.9,Stock
INE316L01019,BHARATWIRE,BHARATWIRE,10/31/2018,129.8,129.8,129.8,Stock
INE397D01024,BHARTI ARTL,BHARTIARTL,10/31/2018,445.75,446,446,Stock
INE828A01016,BHARTIYA INT,BIL,10/31/2018,490.65,491,491,Stock
INE257A01026,BHEL,BHEL,10/31/2018,103.5,103.6,103.6,Stock
INE436C01014,BHILWARA SP.,,10/31/2018,11.38,,11.38,Stock
INE274K01012,BHILWRA TEC,,10/31/2018,17.65,,17.65,Stock
INE824B01021,BHUSH STEEL,BHUSANSTL,10/31/2018,53.6,53.6,53.6,Stock
INE412U01017,BIGBLOC,BIGBLOC,10/31/2018,139.9,138.1,139.9,Stock
INE819C01011,BIHAR SPONGE,,10/31/2018,2.58,,2.58,Stock
INE607L01029,BIL ENERGY,BILENERGY,10/31/2018,1.95,1.7,1.95,Stock
INE986A01012,BILCARE LTD.,,10/31/2018,74,,74,Stock
INE952D01018,BILPOWER LTD,BILPOWER,10/31/2018,1.95,1.85,1.95,Stock
INE469A01019,BIMETAL BEAR,,10/31/2018,639.95,,639.95,Stock
INE626H01019,BIN.TEX.PR(P,,10/31/2018,537.6,,537.6,Stock
INE071A01013,BINANI IND.,BINANIIND,10/31/2018,111.45,111,111.45,Stock
INE143A01010,BINDALAGRO,BINDALAGRO,10/31/2018,34.15,34.35,34.35,Stock
INE118K01011,BINNY LTD.,,10/31/2018,254.75,,254.75,Stock
INE160L01011,BINNY MILLS,,10/31/2018,305,,305,Stock
INE376G01013,BIOCON LTD.,BIOCON,10/31/2018,633.9,631,633.9,Stock
INE829A01014,BIOFIL CHEM,BIOFILCHEM,10/31/2018,15.5,15.5,15.5,Stock
INE958L01018,BIOGRPAPER,,10/31/2018,2.49,,2.49,Stock
INE998A01017,BIOPAC INDIA,,10/31/2018,30.65,,30.65,Stock
INE340A01012,BIRLA CORPN.,BIRLACORPN,10/31/2018,1168,1175,1175,Stock
INE372E01025,BIRLA PRETEC,,10/31/2018,7.38,,7.38,Stock
INE646O01013,BIRLA TRANS.,,10/31/2018,7.5,,7.5,Stock
INE800A01015,BIRLACABLE,BIRLACABLE,10/31/2018,55.2,54.9,55.2,Stock
INE831Q01016,BKMINDST,BKMINDST,10/31/2018,42.15,42,42.15,Stock
INE356C01022,BKV INDUSTRS,,10/31/2018,1.52,,1.52,Stock
INE350H01032,BL KASHYAP,BLKASHYAP,10/31/2018,56.5,56.4,56.5,Stock
INE472D01017,BL.CHIP TEX,,10/31/2018,138,,138,Stock
INE761G01016,BLA ROS IND,,10/31/2018,44.6,,44.6,Stock
INE791A01024,BLB LTD.,BLBLIMITED,10/31/2018,6.99,6.85,6.99,Stock
INE962P01011,BLFL,,10/31/2018,12.1,,12.1,Stock
INE416D01022,BLISSGVS PH,BLISSGVS,10/31/2018,209.6,209.55,209.6,Stock
INE253C01013,BLOOM DEKOR,,10/31/2018,56,,56,Stock
INE153T01027,BLS,BLS,10/31/2018,213.5,213.8,213.8,Stock
INE606B01022,BLS INFOTE,,10/31/2018,0.35,,0.35,Stock
INE113O01014,BLUE BLEND,BLUEBLENDS,10/31/2018,33.95,33.7,33.95,Stock
INE526K01031,BLUE CIRCLE,,10/31/2018,37.99,,37.99,Stock
INE233B01017,BLUE DART EX,BLUEDART,10/31/2018,4765,4747,4765,Stock
INE472A01039,BLUE STAR,BLUESTARCO,10/31/2018,767.85,766.6,767.85,Stock
INE657B01025,,BLUECHIP,10/31/2018,,0.2,0.2,Stock
INE373T01021,BLUECLOUDS,,10/31/2018,13.79,,13.79,Stock
INE472B01011,,BLUECOAST,10/31/2018,,125.4,125.4,Stock
INE489D01011,BNALTD,,10/31/2018,274.95,,274.95,Stock
INE418C01012,BNK CAPITAL,,10/31/2018,128.1,,128.1,Stock
INE084A01016,BNK OF INDIA,BANKINDIA,10/31/2018,162.55,162.7,162.7,Stock
INE679E01015,BNL,,10/31/2018,15,,15,Stock
INE355C01016,BNR UDYOG,,10/31/2018,31.5,,31.5,Stock
INE338D01028,BODAL CHEM,BODALCHEM,10/31/2018,159.9,160.25,160.25,Stock
INE104F01011,BODHTREE,,10/31/2018,93,,93,Stock
INE802W01015,,BOHRA,10/31/2018,,38.1,38.1,Stock
INE032A01023,BOM DYEING,BOMDYEING,10/31/2018,236.9,237.7,237.7,Stock
INE050A01025,BOM.BURMAH,BBTC,10/31/2018,1425,1423.5,1425,Stock
INE691K01017,BOM.CYCLE,,10/31/2018,2998.5,,2998.5,Stock
INE589G01011,BOMBAY RAYON,BRFL,10/31/2018,74,74.6,74.6,Stock
INE666D01022,BOROSIL GLAS,,10/31/2018,1005.05,,1005.05,Stock
INE323A01026,BOSCH LTD,BOSCHLTD,10/31/2018,19575,19664.95,19664.95,Stock
INE583M01012,BOTHRA MET,,10/31/2018,14.95,,14.95,Stock
INE947C01010,BP CAPITAL,,10/31/2018,15,,15,Stock
INE110A01019,BPL LTD.,BPL,10/31/2018,105.7,105.7,105.7,Stock
INE439N01023,BPTEX,,10/31/2018,13.96,,13.96,Stock
INE856A01017,BRADY MORRIS,,10/31/2018,76.75,,76.75,Stock
INE320I01017,BRAHM INFRA,,10/31/2018,37.9,,37.9,Stock
INE899B01015,BRAWN BIO,,10/31/2018,65.5,,65.5,Stock
INE958C01017,BRIDGE SECUR,,10/31/2018,10.3,,10.3,Stock
INE791I01019,BRIGADE,BRIGADE,10/31/2018,291.8,292.8,292.8,Stock
INE630D01010,BRIGHT BROS.,,10/31/2018,118,,118,Stock
INE661F01010,BRIPORT,,10/31/2018,6.65,,6.65,Stock
INE216A01030,BRITANIA IND,BRITANNIA,10/31/2018,4705.95,4712.4,4712.4,Stock
INE727S01012,BRNL,BRNL,10/31/2018,186.3,185,186.3,Stock
INE830N01015,BRONZE INFRA,,10/31/2018,1,,1,Stock
INE650L01011,BROOKS LABS,BROOKS,10/31/2018,105,105.65,105.65,Stock
INE118H01025,,BSE,10/31/2018,,902.6,902.6,Stock
INE395A01016,BSE INFRA,BSELINFRA,10/31/2018,5.64,5.65,5.65,Stock
INE594B01012,BSL LTD.,BSL,10/31/2018,94.8,96.35,96.35,Stock
INF209K01HT2,BSLGOLDETF,BSLGOLDETF,10/31/2018,2825,2799,2825,Stock
INE043K01029,BSLIMITED,BSLIMITED,10/31/2018,1.43,1.4,1.43,Stock
INF209K01IR4,,BSLNIFTY,10/31/2018,,109.75,109.75,Stock
INF209KB1119,BSLSENETFG,,10/31/2018,300,,300,Stock
INE595R01015,BULL,,10/31/2018,44.2,,44.2,Stock
INE817H01014,BURNPUR,BURNPUR,10/31/2018,12.49,12.4,12.49,Stock
INE562S01013,BVL,,10/31/2018,69,,69,Stock
INE319B01014,BYKE HOSP,BYKE,10/31/2018,193.5,193,193.5,Stock
INE874H01015,C & C CONSTR,CANDC,10/31/2018,73.25,75.8,75.8,Stock
INE010B01027,CADILA HEALT,CADILAHC,10/31/2018,429.85,430.4,430.4,Stock
INE090Y01013,,CADSYS,10/31/2018,,105,105,Stock
INE216C01010,CALCOM VISIO,,10/31/2018,13.68,,13.68,Stock
INE526B01014,CALIFORN.SOF,CALSOFT,10/31/2018,60.65,60.8,60.8,Stock
INE627H01017,CAMBRIDGE,CTE,10/31/2018,87.95,88.35,88.35,Stock
INE198C01010,CAMEX LTD,,10/31/2018,39.8,,39.8,Stock
INE052I01032,CAMLINFINE,CAMLINFINE,10/31/2018,128.4,128.5,128.5,Stock
INE959C01015,CAMPH.& ALL,,10/31/2018,1120,,1120,Stock
INE845E01012,CAMSONBIO,,10/31/2018,19.2,,19.2,Stock
INE494T01017,CAMSONSEEDS,,10/31/2018,27.8,,27.8,Stock
INE476A01014,CANARA BANK,CANBK,10/31/2018,351.85,352,352,Stock
INE477A01020,CANFIN HOMES,CANFINHOME,10/31/2018,453.05,452.6,453.05,Stock
INE068L01016,CANTABIL,CANTABIL,10/31/2018,117.05,117,117.05,Stock
INE264T01014,CAPACITE,CAPACITE,10/31/2018,363.7,364,364,Stock
INE688I01017,CAPF,CAPF,10/31/2018,748,748.2,748.2,Stock
INE960C01013,CAPFIN,,10/31/2018,2.49,,2.49,Stock
INE707C01018,CAPITAL TRUS,CAPTRUST,10/31/2018,500,503,503,Stock
INE475E01026,CAPLIN POINT,CAPLIPOINT,10/31/2018,623.7,629,629,Stock
INE513R01018,CAPPIPES,,10/31/2018,60,,60,Stock
INE479A01018,CAPRIHANS,,10/31/2018,105,,105,Stock
INE470N01010,CAPROLA.CHEM,,10/31/2018,13.67,,13.67,Stock
INE536P01013,CAPTAIN POLY,,10/31/2018,166.95,,166.95,Stock
INE120A01034,CARBORUNDUM,CARBORUNIV,10/31/2018,403,382,403,Stock
INE521J01018,CAREERP,CAREERP,10/31/2018,124.5,124.65,124.65,Stock
INE752H01013,CARERATING,CARERATING,10/31/2018,1374.5,1374.9,1374.9,Stock
INE081B01010,CARNATION IN,,10/31/2018,51,,51,Stock
INE068D01021,CASTEXTECH,CASTEXTECH,10/31/2018,5.49,5.5,5.5,Stock
INE172A01027,CASTROL,CASTROLIND,10/31/2018,187.2,187.15,187.2,Stock
INE170B01037,CAT TECHN.,,10/31/2018,1.3,,1.3,Stock
INE660B01011,CATVISION,,10/31/2018,47,,47,Stock
INE652F01027,CCHHL,CCHHL,10/31/2018,16.55,16.75,16.75,Stock
INE778E01031,CCL INTER,,10/31/2018,15.9,,15.9,Stock
INE421D01022,CCL PRODUCTS,CCL,10/31/2018,297.8,297.7,297.8,Stock
INE736A01011,,CDSL,10/31/2018,,335.45,335.45,Stock
INE482A01020,CEAT LIMITED,CEATLTD,10/31/2018,1870,1864,1870,Stock
INE209L01016,CEBBCO,CEBBCO,10/31/2018,17.5,17.7,17.7,Stock
INE358C01010,CEEJAY FINAN,,10/31/2018,215,,215,Stock
INE760J01012,CEETA IND.,,10/31/2018,14,,14,Stock
INE016Q01014,CEINSYSTECH,,10/31/2018,209.3,,209.3,Stock
INE185H01016,CELEBRITYFAS,CELEBRITY,10/31/2018,18,18.25,18.25,Stock
INE221I01017,CELESTIAL,CELESTIAL,10/31/2018,18.6,18.55,18.6,Stock
INE627F01011,CENLUB INDUS,,10/31/2018,64,,64,Stock
INE405H01018,CENTENIAL SU,,10/31/2018,69.4,,69.4,Stock
INE157B01026,CENTERAC,,10/31/2018,1.41,,1.41,Stock
INE483A01010,CENTRAL BK,CENTRALBK,10/31/2018,73.8,73.75,73.8,Stock
INE660C01027,CENTRUM CAP,,10/31/2018,73.5,,73.5,Stock
INE320B01020,CENTUM ELEC,CENTUM,10/31/2018,678,673.9,678,Stock
INE485A01015,CENTURY ENKA,CENTENKA,10/31/2018,332,330.95,332,Stock
INE281A01026,CENTURY EXT,CENTEXT,10/31/2018,6.82,6.8,6.82,Stock
INE055A01016,CENTURY TEXT,CENTURYTEX,10/31/2018,1406.25,1405.2,1406.25,Stock
INE348B01021,CENTURYPLY,CENTURYPLY,10/31/2018,327.6,329,329,Stock
INE739E01017,CERA SANITAR,CERA,10/31/2018,3527.6,3523,3527.6,Stock
INE345B01019,CEREBRA INTE,CEREBRAINT,10/31/2018,55.9,55.8,55.9,Stock
INE486A01013,CESC LTD.,CESC,10/31/2018,1074.35,1074.35,1074.35,Stock
INE181U01018,CFL,,10/31/2018,17.85,,17.85,Stock
INE180C01026,CGCL,CGCL,10/31/2018,114,113.95,114,Stock
INE067A01029,CGPOWER,CGPOWER,10/31/2018,91.95,92,92,Stock
INE084D01010,CG-VAK SOFTW,,10/31/2018,29.2,,29.2,Stock
INE419D01026,CHAMANLAL SE,,10/31/2018,165.05,,165.05,Stock
INE417N01011,CHAMBAL BREW,,10/31/2018,5.4,,5.4,Stock
INE085A01013,CHAMBAL FERT,CHAMBLFERT,10/31/2018,162.45,162,162.45,Stock
INE713D01055,CHANDNI TE,,10/31/2018,36.85,,36.85,Stock
INE368D01017,CHANDRA PRAB,,10/31/2018,19.7,,19.7,Stock
INE442C01012,CHARMS INDUS,,10/31/2018,1.64,,1.64,Stock
INE558F01026,CHARTERLOGIS,,10/31/2018,21.4,,21.4,Stock
INE659B01021,CHD DEV LTD,,10/31/2018,18.43,,18.43,Stock
INE995D01025,CHEMBOND CHM,,10/31/2018,267.2,,267.2,Stock
INE298W01016,CHEMCRUX,,10/31/2018,35,,35,Stock
INE320M01019,CHEMO PHARMA,,10/31/2018,41.8,,41.8,Stock
INE212P01011,CHEMTECH IND,,10/31/2018,21.65,,21.65,Stock
INE777O01016,CHENFERRO,,10/31/2018,4.5,,4.5,Stock
INE178A01016,CHENNAI PET.,CHENNPETRO,10/31/2018,423,423.35,423.35,Stock
INE974B01016,CHEVIOT CO.,,10/31/2018,1584.9,,1584.9,Stock
INE473C01025,CHHATT IND,,10/31/2018,7.25,,7.25,Stock
INE676G01024,CHITRA.SPIN.,,10/31/2018,8.9,,8.9,Stock
INE790D01020,CHL LTD,,10/31/2018,19.9,,19.9,Stock
INE102B01014,CHOICE INT.,,10/31/2018,195,,195,Stock
INE583D01011,CHOKHANI SEC,,10/31/2018,76.4,,76.4,Stock
INE865B01016,CHOKSI IMAG,,10/31/2018,34.5,,34.5,Stock
INE493D01013,CHOKSI LABOR,,10/31/2018,26.5,,26.5,Stock
INE121A01016,CHOLAFIN,CHOLAFIN,10/31/2018,1324,1324.9,1324.9,Stock
INE975C01011,CHORDIA FOOD,,10/31/2018,187,,187,Stock
INE490A01015,CHOWGULE ST,,10/31/2018,15.5,,15.5,Stock
INE662C01015,CHROMATIC IN,CHROMATIC,10/31/2018,2.59,2.6,2.6,Stock
INE052V01019,CIANAGRO,,10/31/2018,45.4,,45.4,Stock
INE345H01016,CIFL,,10/31/2018,49.65,,49.65,Stock
INE675C01017,CIGNITI TECH,CIGNITITEC,10/31/2018,296,296.5,296.5,Stock
INE473L01018,CIL,,10/31/2018,4.14,,4.14,Stock
INE672K01025,CIL NOVA,CNOVAPETRO,10/31/2018,36,36,36,Stock
INE830A01012,CIL SECURITS,,10/31/2018,35.55,,35.55,Stock
INE184C01028,CIMMCO,CIMMCO,10/31/2018,118,114.95,118,Stock
INE897D01015,CINDRELLA FI,,10/31/2018,2.88,,2.88,Stock
INE908C01012,CINDRELLA HT,,10/31/2018,23.3,,23.3,Stock
INE704H01022,CINELINE,CINELINE,10/31/2018,99.8,99.4,99.8,Stock
INE039B01026,CINEVISTA,CINEVISTA,10/31/2018,12.5,12.15,12.5,Stock
INE059A01026,CIPLA LTD.,CIPLA,10/31/2018,608.75,608.5,608.75,Stock
INE906D01014,CITADEL,,10/31/2018,89.95,,89.95,Stock
INE491A01021,CITY UNION,CUB,10/31/2018,163.75,164,164,Stock
INE557D01015,CJ GELATIN,,10/31/2018,9.28,,9.28,Stock
INE492A01029,CLARI CHEM,CLNINDIA,10/31/2018,647.45,646.95,647.45,Stock
INE562G01018,CLARIS LIFE,,10/31/2018,371.85,,371.85,Stock
INE854P01028,CLASSIC,,10/31/2018,0.65,,0.65,Stock
INE201M01011,CLEDUCATE,CLEDUCATE,10/31/2018,270.05,272.9,272.9,Stock
INE011B01017,CLIO INFOTEC,,10/31/2018,2.03,,2.03,Stock
INE767G01013,CLLIMITED,,10/31/2018,69.65,,69.65,Stock
INE515A01019,CMI FPE,,10/31/2018,1207,,1207,Stock
INE981B01011,CMI LTD.,CMICABLES,10/31/2018,263.15,263,263.15,Stock
INE889F01017,CMM HOSPITAL,,10/31/2018,26.78,,26.78,Stock
INE289S01013,,CMMIPL,10/31/2018,,79,79,Stock
INE135H01029,CNI RES LTD,,10/31/2018,3.5,,3.5,Stock
INE522F01014,COAL INDIA,COALINDIA,10/31/2018,304.15,304.55,304.55,Stock
INE788M01017,COCHIN MALA,,10/31/2018,51.8,,51.8,Stock
INE105D01013,COCHIN MIN.,,10/31/2018,165.95,,165.95,Stock
INE704P01025,COCHINSHIP,COCHINSHIP,10/31/2018,546.95,546.5,546.95,Stock
INE335K01011,COFFEEDAY,COFFEEDAY,10/31/2018,336.7,336.8,336.8,Stock
INE259A01022,COLGATE PALM,COLPAL,10/31/2018,1139.95,1142,1142,Stock
INE274M01018,COM FINCAP,,10/31/2018,15.95,,15.95,Stock
INE643N01012,COMBAT DRUGS,,10/31/2018,27.4,,27.4,Stock
INE456N01019,COMFORT COM,,10/31/2018,11.2,,11.2,Stock
INE819A01023,COMFORT INTE,,10/31/2018,1.57,,1.57,Stock
INE354B01029,COMMEX TECH,,10/31/2018,0.95,,0.95,Stock
INE823B01015,COMPETENT AU,,10/31/2018,264.4,,264.4,Stock
INE070C01037,COMPUAGE INF,COMPINFO,10/31/2018,49.95,50,50,Stock
INE453B01029,COMPUCOM SOF,COMPUSOFT,10/31/2018,14.65,14.5,14.65,Stock
INE607B01012,COMPUTER PNT,,10/31/2018,1.2,,1.2,Stock
INE073V01015,COMSYN,,10/31/2018,56.5,,56.5,Stock
INE714D01012,CONART ENG.,,10/31/2018,52.8,,52.8,Stock
INE858L01010,CONCORD,,10/31/2018,30.05,,30.05,Stock
INE552D01024,CONFI PETRO,,10/31/2018,34,,34,Stock
INE180M01033,CONFINT,,10/31/2018,5.39,,5.39,Stock
INE025A01027,,CONSOFINVT,10/31/2018,,80.45,80.45,Stock
INE429I01024,CONSOL CONST,CCCL,10/31/2018,7.5,7.4,7.5,Stock
INE369D01015,CONT.PETRO,,10/31/2018,33.65,,33.65,Stock
INE111A01025,CONTAIN.CORP,CONCOR,10/31/2018,1400,1395,1400,Stock
INE545B01022,CONTI.CONTRL,,10/31/2018,5.36,,5.36,Stock
INE080G01011,CONTIL I LTD,,10/31/2018,7.85,,7.85,Stock
INE663B01015,CONTROL PRNT,CONTROLPR,10/31/2018,471.65,470,471.65,Stock
INE558D01021,CORAL (I)FIN,CORALFINAC,10/31/2018,39.1,38.95,39.1,Stock
INE683E01017,CORAL LAB.,,10/31/2018,739.9,,739.9,Stock
INE792I01017,CORDS CABLE,CORDSCABLE,10/31/2018,122,124.9,124.9,Stock
INE312J01012,CORO ENGG,,10/31/2018,59.7,,59.7,Stock
INE169A01031,COROM INTER,COROMANDEL,10/31/2018,558,561,561,Stock
INE112A01023,CORPN.BANK,CORPBANK,10/31/2018,39.2,38.95,39.2,Stock
INE871E01018,CORPOR COUR,,10/31/2018,21.45,,21.45,Stock
INE496D01016,COSBOARD IND,,10/31/2018,41.5,,41.5,Stock
INE949B01018,COSCO INDIA,,10/31/2018,390,,390,Stock
INE124B01018,COSMO FERR.,,10/31/2018,28.55,,28.55,Stock
INE757A01017,COSMO FILMS,COSMOFILMS,10/31/2018,356,356,356,Stock
INE029B01019,COSYN,,10/31/2018,99,,99,Stock
INE695B01025,COUNTRY COND,COUNCODOS,10/31/2018,4.43,4.45,4.45,Stock
INE964D01013,COVENTRY COI,,10/31/2018,3.39,,3.39,Stock
INE008I01026,COX KINGS,COX&KINGS,10/31/2018,262,262.95,262.95,Stock
INF457M01133,CPSE ETF,CPSEETF,10/31/2018,31.14,31.25,31.25,Stock
INE176L01017,CRANE INFRA,,10/31/2018,8.53,,8.53,Stock
INE234B01023,CRANES SOFTW,,10/31/2018,4.24,,4.24,Stock
INE608B01010,CRANEX LTD.,,10/31/2018,23.55,,23.55,Stock
INE145E01017,CRAVATEX,,10/31/2018,400,,400,Stock
INE664B01021,CRAZY INFOTE,,10/31/2018,0.22,,0.22,Stock
INE985W01018,,CREATIVE,10/31/2018,,164.05,164.05,Stock
INE146E01015,CREATIVE,,10/31/2018,196.9,,196.9,Stock
INE230B01021,CREATIVE EYE,CREATIVEYE,10/31/2018,4.63,4.75,4.75,Stock
INE559D01011,CREST,CREST,10/31/2018,233,245,245,Stock
INE293N01016,CRESTCHEM LT,,10/31/2018,12.85,,12.85,Stock
INE007A01025,CRISIL LTD,CRISIL,10/31/2018,1951.2,1949.45,1951.2,Stock
INF760K01BR1,CRMFGETF,CRMFGETF,10/31/2018,,2765,2765,Stock
INE299U01018,CROMPTON,CROMPTON,10/31/2018,250.75,252,252,Stock
INE491V01019,,CROWN,10/31/2018,,86.8,86.8,Stock
INE969E01010,CROWNTOURS,,10/31/2018,16.45,,16.45,Stock
INE422M01013,CRPRISK,,10/31/2018,56.75,,56.75,Stock
INE718F01018,CSLFINANCE,,10/31/2018,659.9,,659.9,Stock
INE172D01021,CTL,,10/31/2018,4.8,,4.8,Stock
